SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,DOLLAR PER SQFT,HOA PER MONTH,STATUS,URL,SOURCE,MSL,LATITUDE,LONGITUDE
PAST SALE,Single Family Residential,4837 SE Vintage Pl,Milwaukie,OR,97267,325000,3,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1561,871,2005,807,208,180,Sold,http://www.redfin.com/OR/Milwaukie/4837-SE-Vintage-Pl-97267/unit-4/home/25973414,RMLS,19057928,45.3974554,-122.6120649
PAST SALE,Single Family Residential,16329 NE Fargo St,Portland,OR,97230,375000,3,2.5,WILKES COMMUNITY,2404,6098,2003,1004,156,24,Sold,http://www.redfin.com/OR/Portland/16329-NE-Fargo-St-97230/home/26625905,RMLS,18314898,45.5461498,-122.4940634
PAST SALE,Single Family Residential,16300 SE Merganser Ct,Milwaukie,OR,97267,427000,4,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2304,3920,2006,1648,185,38,Sold,http://www.redfin.com/OR/Milwaukie/16300-SE-Merganser-Ct-97267/home/26075542,RMLS,17205238,45.4049895,-122.5911934
PAST SALE,Townhouse,6881 NW 164th Ave,Portland,OR,97229,429000,3,2.5,NW Washington Co or Sauvie Island,1867,2613,2014,278,230,202,Sold,http://www.redfin.com/OR/Portland/6881-NW-164th-Ave-97229/home/54836104,RMLS,20640368,45.5690323,-122.846335
PAST SALE,Single Family Residential,17079 NW Reuben Ln,Portland,OR,97229,635000,5,3,Arbor Oaks,2683,4791,2014,1149,237,117,Sold,http://www.redfin.com/OR/Portland/17079-NW-Reuben-Ln-97229/home/54836273,RMLS,18120639,45.5645739,-122.8526182
PAST SALE,Single Family Residential,5904 NW 170th Ave,Portland,OR,97229,619600,4,3,SOMERSET,3250,6098,2014,1496,191,35,Sold,http://www.redfin.com/OR/Portland/5904-NW-170th-Ave-97229/home/54836493,RMLS,17187439,45.561856,-122.852367
PAST SALE,Townhouse,"14150 E Burnside, St #6",Portland,OR,97233,223000,3,2,Portland Northeast,1162,435,1998,1501,192,250,Sold,http://www.redfin.com/OR/Portland/14150-E-Burnside-St-97233/unit-6/home/26523840,RMLS,17610936,45.5221765,-122.5171475
PAST SALE,Single Family Residential,5497 NW Rubicon Ln,Portland,OR,97229,1775000,4,3.5,"Portland West, Raleigh Hills",4593,23086,2016,352,386,208,Sold,http://www.redfin.com/OR/Portland/5497-NW-Rubicon-Ln-97229/home/49682295,RMLS,20237934,45.5607178,-122.7889702
PAST SALE,Single Family Residential,8322 NW Hazeltine St,Portland,OR,97229,905000,4,3.5,FOREST HEIGHTS AREA/NW PDX,3764,10890,1998,925,240,50,Sold,http://www.redfin.com/OR/Portland/8322-NW-Hazeltine-St-97229/home/26528145,RMLS,19364314,45.5369869,-122.7621398
PAST SALE,Single Family Residential,10139 NW Skyline Heights Dr,Portland,OR,97229,765000,3,2.5,ALDER RIDGE,3129,6969,2005,1174,244,50,Sold,http://www.redfin.com/OR/Portland/10139-NW-Skyline-Heights-Dr-97229/home/25829626,RMLS,18352320,45.5510378,-122.7811936
PAST SALE,Townhouse,253 SE 188th Ave,Portland,OR,97233,220000,2,1.5,ROCKWOOD,1028,1306,2002,85,214,100,Sold,http://www.redfin.com/OR/Portland/253-SE-188th-Ave-97233/home/26438169,RMLS,21535894,45.5210602,-122.4703583
PAST SALE,Single Family Residential,4284 NW Ashbrook Dr,Portland,OR,97229,695000,4,3,Thompson Woods No.2,2453,3920,2018,257,283,85,Sold,http://www.redfin.com/OR/Portland/4284-NW-Ashbrook-Dr-97229/home/148569506,RMLS,20025796,45.550395,-122.804787
PAST SALE,Single Family Residential,3245 NE 164th Loop,Portland,OR,97230,344000,3,2.5,Portland Northeast,2184,6098,2004,1460,158,29,Sold,http://www.redfin.com/OR/Portland/3245-NE-164th-Loop-97230/home/26548557,RMLS,17533409,45.5464089,-122.4931204
PAST SALE,Single Family Residential,10262 NW Engleman St,Portland,OR,97229,953600,5,3.5,"Portland West, Raleigh Hills",3560,13503,1997,17,268,49,Sold,http://www.redfin.com/OR/Portland/10262-NW-Engleman-St-97229/home/26505937,RMLS,21605220,45.5345385,-122.7817003
PAST SALE,Townhouse,537 NE Russell St,Portland,OR,97212,435000,3,2.5,ELIOT/IRVINGTON,1406,1742,1999,316,309,214,Sold,http://www.redfin.com/OR/Portland/537-NE-Russell-St-97212/home/26537306,RMLS,20549222,45.54143,-122.65979
PAST SALE,Single Family Residential,10339 NW Langworthy Ter,Portland,OR,97229,1450000,5,3.5,FOREST HEIGHTS/NW PORTLAND,4855,13503,2006,22,299,52,Sold,http://www.redfin.com/OR/Portland/10339-NW-Langworthy-Ter-97229/home/25846466,RMLS,21090979,45.5493207,-122.7809022
PAST SALE,Single Family Residential,17 Masaryk St,Lake Oswego,OR,97035,650000,4,3,"Lake Oswego, West Linn",4140,8276,1981,1478,157,80,Sold,http://www.redfin.com/OR/Lake-Oswego/17-Masaryk-St-97035/home/26551555,RMLS,17211284,45.4373542,-122.725954
PAST SALE,Single Family Residential,9618 NW Durrett St,Portland,OR,97229,641105,4,2.5,NORTHWEST HEIGHTS,2833,7840,2001,1297,226,100,Sold,http://www.redfin.com/OR/Portland/9618-NW-Durrett-St-97229/home/26592717,RMLS,17445280,45.5422087,-122.7758306
PAST SALE,Single Family Residential,3133 NW Chapin Dr,Portland,OR,97229,755000,5,3.5,"Portland West, Raleigh Hills",4161,8276,2000,702,181,52,Sold,http://www.redfin.com/OR/Portland/3133-NW-Chapin-Dr-97229/home/26556255,RMLS,19317370,45.5453924,-122.766705
PAST SALE,Single Family Residential,15 Nansen Smt,Lake Oswego,OR,97035,777000,3,2.5,"Mt Park, Nansen Summit Park",3098,11325,1990,849,251,86,Sold,http://www.redfin.com/OR/Lake-Oswego/15-Nansen-Smt-97035/home/26508892,RMLS,19681717,45.4375785,-122.7217428
PAST SALE,Single Family Residential,11916 NW Hibbard Dr Lot 128,Portland,OR,97229,730220,5,3,THOMPSON WOODS - WHH,2557,3920,2021,123,286,83,Sold,http://www.redfin.com/OR/Portland/11916-NW-Hibbard-Dr-97229/unit-128/home/175102941,RMLS,21414066,45.5498709,-122.8022131
PAST SALE,Single Family Residential,15537 SE Evergreen Dr,Portland,OR,97236,475000,4,2.5,Portland Southeast,2806,8712,2001,778,169,33,Sold,http://www.redfin.com/OR/Portland/15537-SE-Evergreen-Dr-97236/home/26596270,RMLS,19232331,45.4724654,-122.5027779
PAST SALE,Townhouse,1614 NW 143rd Ave,Portland,OR,97229,300000,3,2.5,NW Washington Co or Sauvie Island,1477,1742,1970,537,203,274,Sold,http://www.redfin.com/OR/Portland/1614-NW-143rd-Ave-97229/home/25866656,RMLS,20454142,45.5316284,-122.8226576
PAST SALE,Single Family Residential,21086 NW Galice Ln,Portland,OR,97229,472500,4,2.5,Rock Creek / Sunset West,2770,4791,2003,1702,171,28,Sold,http://www.redfin.com/OR/Portland/21086-NW-Galice-Ln-97229/home/26713170,RMLS,16429311,45.5634673,-122.8941698
PAST SALE,Single Family Residential,3722 NW Loriann Dr,Portland,OR,97229,637500,4,2.5,Thompson Park,2615,6969,1996,1450,244,21,Sold,http://www.redfin.com/OR/Portland/3722-NW-Loriann-Dr-97229/home/25847158,RMLS,17509585,45.5469157,-122.8006382
PAST SALE,Single Family Residential,12755 SW Bowmont St,Portland,OR,97225,537900,4,3.5,CEDAR HILLS,2966,10018,1960,1780,181,10,Sold,http://www.redfin.com/OR/Portland/12755-SW-Bowmont-St-97225/home/26703327,RMLS,16270537,45.5103516,-122.8088995
PAST SALE,Single Family Residential,8404 NW Cedar Ln,Portland,OR,97229,890000,5,4.5,Forest Heights/NW Portland,4032,11761,2004,557,221,50,Sold,http://www.redfin.com/OR/Portland/8404-NW-Cedar-Ln-97229/home/26557825,RMLS,19336402,45.5348144,-122.762755
PAST SALE,Single Family Residential,4300 NW Ashbrook Dr #54,Portland,OR,97229,690000,4,3,THOMPSON WOODS - ARBOR,2618,3920,2019,739,264,83,Sold,http://www.redfin.com/OR/Portland/4300-NW-Ashbrook-Dr-97229/unit-54/home/163839915,RMLS,19458179,45.550476,-122.80479
PAST SALE,Single Family Residential,3833 SW 52nd Pl,Portland,OR,97221,450000,3,3,WILCOX ESTATES,1847,17424,1969,1184,244,29,Sold,http://www.redfin.com/OR/Portland/3833-SW-52nd-Pl-97221/home/25832567,RMLS,18639352,45.4953037,-122.7308515
PAST SALE,Single Family Residential,17075 NW Tristan St,Portland,OR,97229,564335,6,4.5,ABBEY CREEK IN BETHANY,3664,3920,2017,1345,154,34,Sold,http://www.redfin.com/OR/Portland/17075-NW-Tristan-St-97229/home/104416759,RMLS,17187714,45.5714039,-122.8529903
PAST SALE,Townhouse,688 SW Trillium Creek Ter,Portland,OR,97225,535000,3,2.5,PETERKORT WOODS,1938,1306,2006,32,276,292,Sold,http://www.redfin.com/OR/Portland/688-SW-Trillium-Creek-Ter-97225/home/26727281,RMLS,21652002,45.5148761,-122.7829661
PAST SALE,Single Family Residential,16438 NW Canton St,Portland,OR,97229,590000,3,2.5,ARBOR OAKS,2535,3484,2013,324,233,122,Sold,http://www.redfin.com/OR/Portland/16438-NW-Canton-St-97229/home/45459754,RMLS,20473196,45.5649666,-122.8457868
PAST SALE,Townhouse,16483 NW Rossetta St,Portland,OR,97229,381500,3,2.5,NW Washington Co or Sauvie Island,1722,2613,2013,1695,222,188,Sold,http://www.redfin.com/OR/Portland/16483-NW-Rossetta-St-97229/home/45459701,RMLS,16224474,45.5684688,-122.8468364
PAST SALE,Single Family Residential,16698 NW Tucson St,Beaverton,OR,97006,678500,4,2.5,NW Washington Co or Sauvie Island,2373,5227,2002,44,286,30,Sold,http://www.redfin.com/OR/Beaverton/16698-NW-Tucson-St-97006/home/26558195,RMLS,21151763,45.54875,-122.8492043
PAST SALE,Single Family Residential,601 SW Arboretum Cir,Portland,OR,97221,889000,4,3.5,ARBORETUM HILLS,3002,8276,2005,242,296,73,Sold,http://www.redfin.com/OR/Portland/601-SW-Arboretum-Cir-97221/home/26575589,RMLS,20172719,45.518349,-122.7225738
PAST SALE,Single Family Residential,12092 NW Blackhawk Dr,Portland,OR,97229,1315000,4,3.5,Ironwood,4103,10454,2000,54,320,21,Sold,http://www.redfin.com/OR/Portland/12092-NW-Blackhawk-Dr-97229/home/25761846,RMLS,21497629,45.5417841,-122.8011728
PAST SALE,Single Family Residential,15516 SE Evergreen Dr,Portland,OR,97236,455000,5,2.5,HAWTHORNE RIDGE,3248,7405,2002,1795,140,33,Sold,http://www.redfin.com/OR/Portland/15516-SE-Evergreen-Dr-97236/home/26604388,RMLS,16050443,45.4720345,-122.5033583
PAST SALE,Single Family Residential,11521 NW Blackhawk Dr,Portland,OR,97229,1360000,4,4.5,Ironwood / Bonny Slope,4745,20473,1990,80,287,17,Sold,http://www.redfin.com/OR/Portland/11521-NW-Blackhawk-Dr-97229/home/26656852,RMLS,21454423,45.5421978,-122.7954816
PAST SALE,Single Family Residential,15244 NE Eugene St,Portland,OR,97230,390000,2,2,SUMMER PLACE,1739,6098,1984,766,224,27,Sold,http://www.redfin.com/OR/Portland/15244-NE-Eugene-St-97230/home/26548787,RMLS,19633518,45.5388246,-122.5048145
PAST SALE,Single Family Residential,14941 NW Orchid St,Portland,OR,97229,535000,3,2.5,BETHANY CREEK FALLS,1592,2178,2016,110,336,117,Sold,http://www.redfin.com/OR/Portland/14941-NW-Orchid-St-97229/home/112775458,RMLS,21114073,45.572067,-122.8305753
PAST SALE,Single Family Residential,14590 NW Delia St,Portland,OR,97229,675000,4,2.5,BETHANY CREEK FALLS,2656,5227,2015,827,254,115,Sold,http://www.redfin.com/OR/Portland/14590-NW-Delia-St-97229/home/92906991,RMLS,19012733,45.5684104,-122.8275802
PAST SALE,Single Family Residential,16744 NW Viola St,Portland,OR,97229,652000,4,2.5,ABBEY CREEK IN BETHANY,2176,3049,2015,79,300,48,Sold,http://www.redfin.com/OR/Portland/16744-NW-Viola-St-97229/home/101659376,RMLS,21171222,45.5732687,-122.8494352
PAST SALE,Single Family Residential,5768 NW 131st Ave,Portland,OR,97229,719995,4,3.5,BR 76/331,3791,4791,2016,1759,190,50,Sold,http://www.redfin.com/OR/Portland/5768-NW-131st-Ave-97229/home/101101822,RMLS,16668778,45.5610994,-122.8118106
PAST SALE,Single Family Residential,10775 SW Wedgewood St,Portland,OR,97225,524900,3,2.5,CEDAR HILLS,1919,8276,1969,1121,274,12,Sold,http://www.redfin.com/OR/Portland/10775-SW-Wedgewood-St-97225/home/25847953,RMLS,18540034,45.5069999,-122.78688
PAST SALE,Single Family Residential,5820 NW Primino Ave,Portland,OR,97229,740000,5,3.5,ARBOR HEIGHTS,3424,5662,2015,866,216,50,Sold,http://www.redfin.com/OR/Portland/5820-NW-Primino-Ave-97229/home/99788434,RMLS,19038422,45.5615955,-122.8108903
PAST SALE,Single Family Residential,7005 NW 170th Ave,Portland,OR,97229,547000,5,3,ARBOR OAKS,2266,3484,2014,1429,241,105,Sold,http://www.redfin.com/OR/Portland/7005-NW-170th-Ave-97229/home/86502490,RMLS,17565044,45.570232,-122.8524449
PAST SALE,Single Family Residential,8927 NW Rockwell Ln,Portland,OR,97229,935000,5,4.5,"Portland West, Raleigh Hills",4767,7840,2002,1489,196,49,Sold,http://www.redfin.com/OR/Portland/8927-NW-Rockwell-Ln-97229/home/25860510,RMLS,17547617,45.5418416,-122.7698118
PAST SALE,Single Family Residential,21174 NW Galice Ln,Portland,OR,97229,465000,4,2.5,Rock Creek / Sunset West,3106,7840,2004,1263,150,45,Sold,http://www.redfin.com/OR/Portland/21174-NW-Galice-Ln-97229/home/26700415,RMLS,17693361,45.5634001,-122.8956517
PAST SALE,Single Family Residential,12252 SW 13th Ct,Portland,OR,97219,980000,4,3.5,TRYON HIGHLANDS,4791,9147,2019,764,205,60,Sold,http://www.redfin.com/OR/Portland/12252-SW-13th-Ct-97219/home/49681026,RMLS,19658782,45.4374575,-122.6909282
PAST SALE,Single Family Residential,1251 SW Ophelia St,Portland,OR,97219,1075000,6,3.5,TRYON HIGHLANDS,4054,7405,2017,757,265,62,Sold,http://www.redfin.com/OR/Portland/1251-SW-Ophelia-St-97219/home/49681036,RMLS,19227420,45.4371364,-122.6923818
PAST SALE,Single Family Residential,1287 SW Ophelia St,Portland,OR,97219,890000,4,2.5,TRYON HIGHLANDS,3135,13503,2013,309,284,63,Sold,http://www.redfin.com/OR/Portland/1287-SW-Ophelia-St-97219/home/49681033,RMLS,20173339,45.4367853,-122.6930286
PAST SALE,Single Family Residential,614 SW Arboretum Cir,Portland,OR,97221,750000,3,2.5,"Portland West, Raleigh Hills",3119,6969,1982,1261,240,73,Sold,http://www.redfin.com/OR/Portland/614-SW-Arboretum-Cir-97221/home/26571401,RMLS,17096965,45.5191366,-122.7202496
PAST SALE,Single Family Residential,15432 SE Wills Way,Milwaukie,OR,97267,680000,4,2.5,OATFIELD,2688,9583,2007,29,253,17,Sold,http://www.redfin.com/OR/Milwaukie/15432-SE-Wills-Way-97267/home/25755559,RMLS,21240186,45.41163,-122.6050903
PAST SALE,Single Family Residential,4661 SE Lacour Ct,Milwaukie,OR,97267,560000,4,3,Robinwood Riviere,2024,6098,1974,29,277,10,Sold,http://www.redfin.com/OR/Milwaukie/4661-SE-La-Cour-Ct-97267/home/25785856,RMLS,21057563,45.3808527,-122.6151799
PAST SALE,Single Family Residential,12305 NW Fernleaf Ln Unit L116,Portland,OR,97229,795989,4,3,THOMPSON WOODS,2478,5662,2021,36,321,87,Sold,http://www.redfin.com/OR/Portland/12305-NW-Fernleaf-Ln-97229/unit-L116/home/173236328,RMLS,20447605,45.551372,-122.80343
PAST SALE,Single Family Residential,5216 SW Burton Dr,Portland,OR,97221,1160000,4,2.5,Sylvan Highlands - SW Hills,4434,38768,1992,876,262,42,Sold,http://www.redfin.com/OR/Portland/5216-SW-Burton-Dr-97221/home/26552717,RMLS,19128782,45.5130102,-122.7315779
PAST SALE,Single Family Residential,203 Hidalgo St,Lake Oswego,OR,97035,775000,4,3.5,Mountain Park,4310,9583,1990,816,180,100,Sold,http://www.redfin.com/OR/Lake-Oswego/203-Hidalgo-St-97035/home/26548076,RMLS,19088078,45.439949,-122.7207507
PAST SALE,Single Family Residential,8408 NW Hawkins Blvd,Portland,OR,97229,855000,5,4.5,FOREST HEIGHTS,4152,9583,1997,799,206,52,Sold,http://www.redfin.com/OR/Portland/8408-NW-Hawkins-Blvd-97229/home/26300944,RMLS,19427477,45.5333791,-122.7635725
PAST SALE,Townhouse,315 NE Roth St,Portland,OR,97211,289900,2,2.5,"Bridgeton, Roth Estates",1537,1742,1998,1769,189,8,Sold,http://www.redfin.com/OR/Portland/315-NE-Roth-St-97211/home/25857027,RMLS,16698367,45.60154,-122.662184
PAST SALE,Single Family Residential,2549 NW 108th Ter,Portland,OR,97229,749900,5,3,NW Washington Co or Sauvie Island,2958,6098,2015,492,254,52,Sold,http://www.redfin.com/OR/Portland/2549-NW-108th-Ter-97229/home/66065778,RMLS,20519468,45.5379884,-122.7884919
PAST SALE,Townhouse,309 NE Roth St,Portland,OR,97211,269000,2,2.5,"BRIDGETON, Roth Estates",1537,1742,1998,1709,175,8,Sold,http://www.redfin.com/OR/Portland/309-NE-Roth-St-97211/home/26347718,RMLS,16026662,45.6015466,-122.6622595
PAST SALE,Timeshare,2323 SW Park Pl #805,Portland,OR,97205,240000,2,2,PARK VISTA CO-OP,1320,20037,1960,995,182,1700,Sold,http://www.redfin.com/OR/Portland/2323-SW-Park-Pl-97205/unit-805/home/146878446,RMLS,18102545,45.5217403,-122.6985038
PAST SALE,Single Family Residential,9630 SW Ardenwood St,Portland,OR,97225,450000,3,1.5,"Portland West, Raleigh Hills",2208,8712,1952,761,204,11,Sold,http://www.redfin.com/OR/Portland/9630-SW-Ardenwood-St-97225/home/26714984,RMLS,19300650,45.504742,-122.7760136
PAST SALE,Single Family Residential,9650 SW Ardenwood St,Portland,OR,97225,365000,3,2,"Portland West, Raleigh Hills",1421,8276,1951,1464,257,11,Sold,http://www.redfin.com/OR/Portland/9650-SW-Ardenwood-St-97225/home/26593223,RMLS,17559298,45.5046903,-122.7763021
PAST SALE,Single Family Residential,4730 SW Dosch Park Ln,Portland,OR,97239,975000,4,2.5,"Portland West, Raleigh Hills",3708,31363,1988,1261,263,29,Sold,http://www.redfin.com/OR/Portland/4730-SW-Dosch-Park-Ln-97239/home/26522524,RMLS,18025483,45.4882784,-122.7050109
PAST SALE,Single Family Residential,9565 SW Inglewood St,Portland,OR,97225,397000,3,1,Cedar Hills,1106,8712,1954,1711,359,10,Sold,http://www.redfin.com/OR/Portland/9565-SW-Inglewood-St-97225/home/26572735,RMLS,16133568,45.5043126,-122.7751763
PAST SALE,Single Family Residential,3957 SW 58th Dr,Portland,OR,97221,818000,4,2.5,Wilcox West,2537,6534,1977,87,322,79,Sold,http://www.redfin.com/OR/Portland/3957-SW-58th-Dr-97221/home/26565202,RMLS,21137242,45.4951177,-122.7369286
PAST SALE,Townhouse,878 SW Shaker Pl,Portland,OR,97225,505000,3,2.5,"Portland West, Raleigh Hills",2272,2178,2005,1156,222,398,Sold,http://www.redfin.com/OR/Portland/878-SW-Shaker-Pl-97225/home/26648457,RMLS,18288404,45.5131076,-122.7471009
PAST SALE,Single Family Residential,13030 NW Dumar St,Portland,OR,97229,696000,4,3,"BAUER WOODS, Cedar Mill",3536,9147,1991,724,197,6,Sold,http://www.redfin.com/OR/Portland/13030-NW-Dumar-St-97229/home/25749851,RMLS,19576167,45.5399222,-122.8109737
PAST SALE,Single Family Residential,13132 NW Alvada St,Portland,OR,97229,633000,5,3,NW Washington Co or Sauvie Island,2679,6534,2007,1145,236,130,Sold,http://www.redfin.com/OR/Portland/13132-NW-Alvada-St-97229/home/25807144,RMLS,18510479,45.5559826,-122.8119738
PAST SALE,Single Family Residential,11770 NW Cedar Falls Dr,Portland,OR,97229,415500,3,2.5,Maple Leaf,1450,2178,2012,1537,287,85,Sold,http://www.redfin.com/OR/Portland/11770-NW-Cedar-Falls-Dr-97229/home/44589531,RMLS,17035331,45.5206164,-122.7993817
PAST SALE,Townhouse,14871 NW Shackelford Rd Unit 3.1,Portland,OR,97229,375552,3,3.5,NW Washington Co or Sauvie Island,1589,1306,2017,1395,236,250,Sold,http://www.redfin.com/OR/Portland/14871-NW-Shackelford-Rd-97229/unit-31/home/142939525,RMLS,17362562,45.5714204,-122.830158
PAST SALE,Single Family Residential,3102 NE Rocky Butte Rd,Portland,OR,97220,689000,3,3.5,Portland Northeast,4284,13503,1983,1389,161,2,Sold,http://www.redfin.com/OR/Portland/3102-NE-Rocky-Butte-Rd-97220/home/165742448,RMLS,17002107,45.5431759,-122.5667728
PAST SALE,Single Family Residential,7888 NW 169th Ave,Portland,OR,97229,1085000,5,3.5,HIGHLANDS AT NORTH BETHANY,3277,6534,2017,5,331,75,Sold,http://www.redfin.com/OR/Portland/7888-NW-169th-Ave-97229/home/144693577,RMLS,21306479,45.5766935,-122.8510124
PAST SALE,Townhouse,14736 NE Couch St,Portland,OR,97035,341000,2,2.5,Hazelwood,1300,1306,1999,24,262,100,Sold,http://www.redfin.com/OR/Portland/14736-NE-Couch-St-97230/home/26578433,RMLS,21400295,45.523499,-122.5111697
PAST SALE,Single Family Residential,9790 SW Inglewood St,Portland,OR,97225,430000,3,1.5,Cedar Hills / Vista Hills,1152,9147,1955,966,373,11,Sold,http://www.redfin.com/OR/Portland/9790-SW-Inglewood-St-97225/home/25864163,RMLS,18191537,45.5032589,-122.7773003
PAST SALE,Townhouse,4918 SW View Point Ter,Portland,OR,97239,405000,2,2.5,"Portland West, Raleigh Hills",1321,1306,2002,1181,307,32,Sold,http://www.redfin.com/OR/Portland/4918-SW-View-Point-Ter-97239/home/26622991,RMLS,18177260,45.4882512,-122.6784629
PAST SALE,Single Family Residential,13217 SW 161st Pl,Tigard,OR,97223,405000,3,2.5,CPO 4B BULL MTN,1488,5227,1994,673,272,5,Sold,http://www.redfin.com/OR/Tigard/13217-SW-161st-Pl-97223/home/26667324,RMLS,19213185,45.424037,-122.8430994
PAST SALE,Single Family Residential,7639 NW Blue Pointe Ln,Portland,OR,97229,920000,3,2.5,FOREST HEIGHTS,3587,15681,1999,102,256,57,Sold,http://www.redfin.com/OR/Portland/7639-NW-Blue-Pointe-Ln-97229/home/26510298,RMLS,21683923,45.5322031,-122.756551
PAST SALE,Single Family Residential,15733 SE Hawk Ct,Portland,OR,97236,420777,4,3,Portland Southeast,2340,4791,2003,571,180,4,Sold,http://www.redfin.com/OR/Portland/15733-SE-Hawk-Ct-97236/home/26544180,RMLS,19631004,45.4681265,-122.5005668
PAST SALE,Townhouse,715 NE Tillamook St,Portland,OR,97212,439000,3,3,Irvington,1498,871,2005,635,293,100,Sold,http://www.redfin.com/OR/Portland/715-NE-Tillamook-St-97212/home/25789156,RMLS,19439512,45.537653,-122.6582281
PAST SALE,Townhouse,4738 SW View Point Ter,Portland,OR,97239,400000,3,3.5,"Portland West, Raleigh Hills",1856,1742,2002,823,216,32,Sold,http://www.redfin.com/OR/Portland/4738-SW-View-Point-Ter-97239/home/26596384,RMLS,19551645,45.4890194,-122.677936
PAST SALE,Townhouse,4728 SW View Point Ter,Portland,OR,97239,385000,2,2.5,Terwilliger Pointe,1552,1742,2002,848,248,32,Sold,http://www.redfin.com/OR/Portland/4728-SW-View-Point-Ter-97239/home/25792400,RMLS,19685499,45.4891079,-122.6779347
PAST SALE,Townhouse,15554 NW Snowbush Ln,Portland,OR,97229,383995,3,2.5,NORTH BETHANY PARK,1590,1306,2019,647,242,132,Sold,http://www.redfin.com/OR/Portland/15554-NW-Snowbush-Ln-97229/home/144694034,RMLS,19122049,45.5687357,-122.8373456
PAST SALE,Single Family Residential,2536 SE Risley Ave,Milwaukie,OR,97267,346500,3,2,OAK GROVE,1380,9147,1978,1550,251,13,Sold,http://www.redfin.com/OR/Milwaukie/2536-SE-Risley-Ave-97267/home/25806327,RMLS,17177556,45.4063105,-122.6381705
PAST SALE,Single Family Residential,1910 NE 158th Ct,Portland,OR,97230,390000,3,2,SUMMER PLACE,1896,6534,1991,1177,206,50,Sold,http://www.redfin.com/OR/Portland/1910-NE-158th-Ct-97230/home/26479758,RMLS,18057876,45.5371525,-122.5001374
PAST SALE,Townhouse,723 NE Tillamook St,Portland,OR,97212,545000,3,3,Portland Northeast,1155,1306,2005,64,472,100,Sold,http://www.redfin.com/OR/Portland/723-NE-Tillamook-St-97212/home/25752900,RMLS,21248091,45.537653,-122.658115
PAST SALE,Townhouse,12430 SE Caruthers St,Portland,OR,97233,175000,3,2,Portland Southeast,1250,2613,1988,1443,140,300,Sold,http://www.redfin.com/OR/Portland/12430-SE-Caruthers-St-97233/home/26593802,RMLS,17134658,45.504868,-122.534602
PAST SALE,Single Family Residential,7910 NW Blue Pointe Ln,Portland,OR,97229,970000,4,3.5,Blue Pointe,4348,10890,1997,1333,223,59,Sold,http://www.redfin.com/OR/Portland/7910-NW-Blue-Pointe-Ln-97229/home/25766253,RMLS,17150784,45.5328106,-122.7587543
PAST SALE,Single Family Residential,9434 SE Grace Cir,Happy Valley,OR,97086,465000,4,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2550,8276,2007,1319,182,45,Sold,http://www.redfin.com/OR/Happy-Valley/9434-SE-Grace-Cir-97086/home/25762806,RMLS,17385972,45.4570212,-122.5432516
PAST SALE,Single Family Residential,2259 NE 152nd Ave,Portland,OR,97230,415000,2,2,Summerplace,1260,4356,1987,10,329,27,Sold,http://www.redfin.com/OR/Portland/2259-NE-152nd-Ave-97230/home/25795813,RMLS,21643986,45.5396198,-122.5058635
PAST SALE,Single Family Residential,1935 NE 149th Ave,Portland,OR,97230,540000,3,2,Portland Northeast,2041,8276,1980,10,265,27,Sold,http://www.redfin.com/OR/Portland/1935-NE-149th-Ave-97230/home/25844256,RMLS,21549408,45.5373071,-122.5089979
PAST SALE,Single Family Residential,5735 SW Downs View Ct,Portland,OR,97221,645000,3,2,Wilcox West,2043,8276,1977,10,316,83,Sold,http://www.redfin.com/OR/Portland/5735-SW-Downs-View-Ct-97221/home/26429730,RMLS,21046831,45.4973333,-122.7363001
PAST SALE,Single Family Residential,3804 SW Condor Ln,Portland,OR,97239,575000,2,2.5,Homestead,2084,3049,1989,12,276,250,Sold,http://www.redfin.com/OR/Portland/3804-SW-Condor-Ln-97239/home/25755363,RMLS,21359929,45.4956354,-122.6795528
PAST SALE,Single Family Residential,15091 SE Mount Royale Ct,Milwaukie,OR,97267,420000,4,3,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",4058,7405,1976,1485,103,27,Sold,http://www.redfin.com/OR/Milwaukie/15091-SE-Mt-Royale-Ct-97267/home/26071146,RMLS,16394405,45.4134829,-122.6064721
PAST SALE,Single Family Residential,3038 NW Spencer St,Portland,OR,97229,875000,4,2.5,FOREST HEIGHTS ESTATES,2760,8276,1998,10,317,52,Sold,http://www.redfin.com/OR/Portland/3038-NW-Spencer-St-97229/home/26602409,RMLS,21652626,45.545135,-122.7753685
PAST SALE,Townhouse,148 SW Hamilton St,Portland,OR,97239,464900,3,2.5,"Portland West, Raleigh Hills",1918,2178,1999,1618,242,75,Sold,http://www.redfin.com/OR/Portland/148-SW-Hamilton-St-97239/home/25804509,RMLS,17238891,45.4906891,-122.6802401
