SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,DOLLAR PER SQFT,HOA PER MONTH,STATUS,URL,SOURCE,MSL,LATITUDE,LONGITUDE
MLS Listing,Townhouse,6813 NW 163rd Ave,Portland,OR,97229,535000,4,2.5,Arbor Lakes,1922,2613,2014,2,278,212,Active,http://www.redfin.com/OR/Portland/6813-NW-163rd-Ave-97229/home/54836141,RMLS,21056418,45.5686886,-122.8455172
MLS Listing,Single Family Residential,8865 SE Bristol Park Dr,Happy Valley,OR,97086,725000,4,3,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2548,5227,1998,8,285,31,Active,http://www.redfin.com/OR/Happy-Valley/8865-SE-Bristol-Park-Dr-97086/home/26038133,RMLS,21172927,45.4581882,-122.5591897
PAST SALE,Single Family Residential,2525 NW Arnott Ln,Portland,OR,97229,629900,4,2.5,IRON RIDGE PARK,2324,4791,2011,318,271,30,Sold,http://www.redfin.com/OR/Portland/2525-NW-Arnott-Ln-97229/home/26651664,RMLS,20264930,45.537885,-122.7953286
PAST SALE,Single Family Residential,4561 NW Continental Pl,Beaverton,OR,97006,450000,3,2.5,NW Washington Co or Sauvie Island,1518,2613,2000,183,296,75,Sold,http://www.redfin.com/OR/Beaverton/4561-NW-Continental-Pl-97006/home/25781649,RMLS,21067322,45.5528485,-122.8507945
PAST SALE,Single Family Residential,1123 NW 93rd Ave,Portland,OR,97229,490000,4,2.5,NW Washington Co or Sauvie Island,1853,3049,2011,1534,264,48,Sold,http://www.redfin.com/OR/Portland/1123-NW-93rd-Ave-97229/home/26737738,RMLS,17684940,45.5273554,-122.7730882
PAST SALE,Single Family Residential,12781 NW Forest Spring Ln,Portland,OR,97229,590000,4,2.5,BAUER HIGHLANDS,2416,4356,2001,1123,244,20,Sold,http://www.redfin.com/OR/Portland/12781-NW-Forest-Spring-Ln-97229/home/26693506,RMLS,18208993,45.5509172,-122.8087863
PAST SALE,Single Family Residential,7493 NW Tanoak Ter,Portland,OR,97229,450000,3,2.5,NW Washington Co or Sauvie Island,1724,3049,2015,369,261,50,Sold,http://www.redfin.com/OR/Portland/7493-NW-Tanoak-Ter-97229/home/112775579,RMLS,20416648,45.5739076,-122.8493539
PAST SALE,Single Family Residential,13391 NW Greenwood Dr,Portland,OR,97229,880000,5,3,NW Washington Co or Sauvie Island,3754,6098,2016,1053,234,125,Sold,http://www.redfin.com/OR/Portland/13391-NW-Greenwood-Dr-97229/home/65681382,RMLS,18654328,45.5608191,-122.8147239
PAST SALE,Single Family Residential,14326 Azalea Pl,Tigard,OR,97224,510000,4,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",2424,5227,2015,1297,210,38,Sold,http://www.redfin.com/OR/Tigard/14326-SW-Azalea-Pl-97224/home/56335632,RMLS,18321897,45.4162834,-122.8274784
PAST SALE,Single Family Residential,16942 NW Lynch Ln,Portland,OR,97229,550000,4,2.5,NW Washington Co or Sauvie Island,2490,3920,2013,1233,221,102,Sold,http://www.redfin.com/OR/Portland/16942-NW-Lynch-Ln-97229/home/52879619,RMLS,18452804,45.5698156,-122.8516933
PAST SALE,Single Family Residential,10669 NW Harding Ct,Portland,OR,97229,525000,4,2.5,NW Washington Co or Sauvie Island,2598,6098,1994,1415,202,12,Sold,http://www.redfin.com/OR/Portland/10669-NW-Harding-Ct-97229/home/26624292,RMLS,17557949,45.5401877,-122.7864541
PAST SALE,Single Family Residential,4422 SE Anderegg Dr,Portland,OR,97236,390000,3,2.5,Portland Southeast,2170,8712,1998,1447,180,15,Sold,http://www.redfin.com/OR/Portland/4422-SE-Anderegg-Dr-97236/home/26513661,RMLS,17112919,45.4904873,-122.4928688
PAST SALE,Single Family Residential,14754 NW Benny Dr,Portland,OR,97229,402000,3,2.5,NW Washington Co or Sauvie Island,1480,2613,1999,624,272,58,Sold,http://www.redfin.com/OR/Portland/14754-NW-Benny-Dr-97229/home/26658503,RMLS,19698620,45.5666716,-122.8293959
PAST SALE,Single Family Residential,9282 SE Hamilton Ln,Happy Valley,OR,97086,530000,4,3,LINCOLN HEIGHTS,3159,8712,2013,1719,168,100,Sold,http://www.redfin.com/OR/Portland/9282-SE-Hamilton-Ln-97086/home/25882683,RMLS,16362076,45.4561768,-122.541079
PAST SALE,Single Family Residential,14772 NW Hydrangea Ct,Portland,OR,97229,537000,4,2.5,NW Washington Co or Sauvie Island,2004,3484,2015,472,268,117,Sold,http://www.redfin.com/OR/Portland/14772-NW-Hydrangea-Ct-97229/home/101101835,RMLS,20102711,45.5703567,-122.8295553
PAST SALE,Single Family Residential,4139 NW Lois Elaine Ter,Portland,OR,97229,719900,3,3,"Portland West, Raleigh Hills",2930,5662,2005,260,246,29,Sold,http://www.redfin.com/OR/Portland/4139-NW-Lois-Elaine-Ter-97229/home/26736481,RMLS,20264927,45.5497716,-122.8146395
PAST SALE,Single Family Residential,6658 NW Mcmullen Ave,Portland,OR,97229,660000,4,3,NW Washington Co or Sauvie Island,2826,5662,2010,781,234,117,Sold,http://www.redfin.com/OR/Portland/6658-NW-McMullen-Ave-97229/home/26604798,RMLS,19459606,45.5679368,-122.8481978
PAST SALE,Single Family Residential,13912 NW Hogan St,Portland,OR,97229,680000,4,3,NW Washington Co or Sauvie Island,2718,6534,2003,1101,250,27,Sold,http://www.redfin.com/OR/Portland/13912-NW-Hogan-St-97229/home/26653328,RMLS,18115401,45.5487391,-122.8201406
PAST SALE,Townhouse,2736 NW Upshur St,Portland,OR,97210,750000,2,2.5,NW ALPHABET DISTRICT,2216,1742,1989,99,338,83,Sold,http://www.redfin.com/OR/Portland/2736-NW-Upshur-St-97210/home/25766224,RMLS,21278908,45.5358609,-122.7075715
PAST SALE,Townhouse,14850 NW Orchid St,Portland,OR,97229,395000,3,3,NW Washington Co or Sauvie Island,1636,1306,2017,263,241,265,Sold,http://www.redfin.com/OR/Portland/14850-NW-Orchid-St-97229/home/112841427,RMLS,20370104,45.5715595,-122.8299652
PAST SALE,Single Family Residential,9528 NW Ember Ln,Portland,OR,97229,521985,5,3.5,NW Washington Co or Sauvie Island,2245,3484,2011,1031,233,48,Sold,http://www.redfin.com/OR/Portland/9528-NW-Ember-Ln-97229/home/26737754,RMLS,18089346,45.527306,-122.7749574
PAST SALE,Single Family Residential,2489 NW Byrne Ter,Portland,OR,97229,525000,4,2.5,NW Washington Co or Sauvie Island,2189,3484,2005,1136,240,26,Sold,http://www.redfin.com/OR/Portland/2489-NW-Byrne-Ter-97229/home/25737278,RMLS,18478136,45.5375705,-122.7971993
PAST SALE,Townhouse,1730 NW Miller Hill Pl,Portland,OR,97229,399000,2,2,"Portland West, Raleigh Hills",1440,1306,1997,107,277,321,Sold,http://www.redfin.com/OR/Portland/1730-NW-Miller-Hill-Pl-97229/home/26507207,RMLS,21624375,45.535423,-122.7745
PAST SALE,Townhouse,9737 NW Silver Ridge Loop,Portland,OR,97229,430000,2,2.5,"Portland West, Raleigh Hills",1696,3049,1994,1423,254,481,Sold,http://www.redfin.com/OR/Portland/9737-NW-Silver-Ridge-Loop-97229/home/26425781,RMLS,17381632,45.5377204,-122.7789733
PAST SALE,Single Family Residential,12430 NW Woodland Ct,Portland,OR,97229,1050000,6,4,NW Washington Co or Sauvie Island,4377,15245,1992,423,240,8,Sold,http://www.redfin.com/OR/Portland/12430-NW-Woodland-Ct-97229/home/26699575,RMLS,20075746,45.5447242,-122.804821
PAST SALE,Single Family Residential,11629 SE Flavel St,Portland,OR,97266,495000,5,3.5,Portland Southeast,3810,3920,1979,1415,130,200,Sold,http://www.redfin.com/OR/Portland/11629-SE-Flavel-St-97266/home/25853576,RMLS,17595256,45.4700609,-122.5442823
PAST SALE,Single Family Residential,8105 SW Kalay Ct,Portland,OR,97223,700000,5,2.5,"Portland West, Raleigh Hills",3161,8712,2007,319,221,29,Sold,http://www.redfin.com/OR/Portland/8105-SW-Kalay-Ct-97223/home/26671190,RMLS,20665342,45.4554971,-122.760244
PAST SALE,Single Family Residential,4035 SW Westdale Dr,Portland,OR,97221,1650000,4,3,MONTMORE,4132,20908,1989,127,399,38,Sold,http://www.redfin.com/OR/Portland/4035-SW-Westdale-Dr-97221/home/26364584,RMLS,21493431,45.4973897,-122.7193059
PAST SALE,Single Family Residential,12610 NW Milazzo Ln,Portland,OR,97229,570000,3,2.5,BAUER HIGHLANDS/ BETHANY,2550,3920,2002,443,224,20,Sold,http://www.redfin.com/OR/Portland/12610-NW-Milazzo-Ln-97229/home/26707829,RMLS,20298664,45.5511544,-122.8070284
PAST SALE,Townhouse,605 SW Trillium Creek Ter,Portland,OR,97225,514900,3,2.5,PETERKORT WOODS,2072,2178,2005,505,249,277,Sold,http://www.redfin.com/OR/Portland/605-SW-Trillium-Creek-Ter-97225/home/26725472,RMLS,20638407,45.5151956,-122.7835365
PAST SALE,Townhouse,4813 NW 162nd Ter,Portland,OR,97229,400000,3,2.5,NW Washington Co or Sauvie Island,1479,1742,2009,309,270,225,Sold,http://www.redfin.com/OR/Portland/4813-NW-162nd-Ter-97229/home/25848108,RMLS,20193249,45.5546273,-122.844082
PAST SALE,Single Family Residential,9033 SW 72nd Ave,Portland,OR,97223,624000,6,4,"Portland West, Raleigh Hills",2922,5662,2017,487,214,25,Sold,http://www.redfin.com/OR/Portland/9033-SW-72nd-Ave-97223/home/130980421,RMLS,20280057,45.4546615,-122.7512245
PAST SALE,Single Family Residential,9338 N Woolsey Ave,Portland,OR,97203,275000,3,2.5,NEW COLUMBIA,1376,2178,2007,1752,200,82,Sold,http://www.redfin.com/OR/Portland/9338-N-Woolsey-Ave-97203/home/26619961,RMLS,16524805,45.5909398,-122.713506
PAST SALE,Single Family Residential,11319 NW Kimble Ct,Portland,OR,97229,515000,4,2.5,NW Washington Co or Sauvie Island,2544,3049,2006,961,202,69,Sold,http://www.redfin.com/OR/Portland/11319-NW-Kimble-Ct-97229/home/26724762,RMLS,18579906,45.5377634,-122.7928958
PAST SALE,Single Family Residential,16532 NW Tucson St,Beaverton,OR,97006,515000,5,3,NW Washington Co or Sauvie Island,2291,4791,2003,722,225,27,Sold,http://www.redfin.com/OR/Beaverton/16532-NW-Tucson-St-97006/home/25797377,RMLS,19177627,45.5487551,-122.8477272
PAST SALE,Townhouse,2141 NW Cedar View Ln,Portland,OR,97229,438500,2,2.5,"Portland West, Raleigh Hills",1724,2178,1996,134,254,454,Sold,http://www.redfin.com/OR/Portland/2141-NW-Cedar-View-Ln-97229/home/26546758,RMLS,21506403,45.5386648,-122.7823244
PAST SALE,Single Family Residential,16072 SW Snapdragon Ln,Tigard,OR,97223,440500,3,2,BULL MOUNTAIN MEADOWS,1333,6534,1996,268,330,8,Sold,http://www.redfin.com/OR/Tigard/16072-SW-Snapdragon-Ln-97223/home/25820776,RMLS,20311193,45.4223062,-122.8423555
PAST SALE,Single Family Residential,16171 SW Snapdragon Ln,Tigard,OR,97223,455000,3,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",1550,6969,1995,366,294,8,Sold,http://www.redfin.com/OR/Tigard/16171-SW-Snapdragon-Ln-97223/home/25760987,RMLS,20430532,45.4226439,-122.8432175
PAST SALE,Single Family Residential,13707 NE Fremont Ct,Portland,OR,97230,650000,5,3,Portland Northeast,3764,9147,1969,65,173,48,Sold,http://www.redfin.com/OR/Portland/13707-NE-Fremont-Ct-97230/home/26579331,RMLS,21502647,45.5475435,-122.5216616
PAST SALE,Single Family Residential,2519 NW Marsden Pl,Portland,OR,97229,810000,3,2.5,"Portland West, Raleigh Hills",2857,6098,2001,191,284,185,Sold,http://www.redfin.com/OR/Portland/2519-NW-Marsden-Pl-97229/home/25850195,RMLS,21245783,45.5407597,-122.7778396
PAST SALE,Single Family Residential,13792 NW Henninger Ln,Portland,OR,97229,630000,5,3,NW Washington Co or Sauvie Island,2665,5662,2004,890,236,25,Sold,http://www.redfin.com/OR/Portland/13792-NW-Henninger-Ln-97229/home/26601230,RMLS,19534364,45.5499269,-122.8187546
PAST SALE,Single Family Residential,14774 NW Orchid St,Portland,OR,97229,525000,4,2.5,NW Washington Co or Sauvie Island,1837,2613,2016,548,286,115,Sold,http://www.redfin.com/OR/Portland/14774-NW-Orchid-St-97229/home/112775812,RMLS,20643818,45.5713041,-122.8294628
PAST SALE,Single Family Residential,16874 NW Oakridge Dr,Portland,OR,97229,466000,3,2.5,NW Washington Co or Sauvie Island,1902,5227,1997,1282,245,8,Sold,http://www.redfin.com/OR/Portland/16874-NW-Oakridge-Dr-97229/home/25846559,RMLS,18238113,45.5552901,-122.8508851
PAST SALE,Single Family Residential,13779 SW 158th Ter,Tigard,OR,97224,490000,5,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",2712,4791,2008,988,181,33,Sold,http://www.redfin.com/OR/Tigard/13779-SW-158th-Ter-97224/home/25800434,RMLS,18385412,45.4202006,-122.839211
PAST SALE,Single Family Residential,8502 SE 141st Ave,Portland,OR,97236,588000,4,2.5,Starpointe,2639,7840,2004,87,223,16,Sold,http://www.redfin.com/OR/Portland/8502-SE-141st-Ave-97236/home/25746877,RMLS,21418815,45.4620288,-122.5176468
PAST SALE,Single Family Residential,3735 NW 114th Ave,Portland,OR,97229,665000,5,3.5,NW Washington Co or Sauvie Island,3376,4356,2013,687,197,48,Sold,http://www.redfin.com/OR/Portland/3735-NW-114th-Ave-97229/home/49792086,RMLS,19594912,45.54678093,-122.7944708
PAST SALE,Single Family Residential,8416 SE 146th Pl,Portland,OR,97236,555000,5,3.5,Portland Southeast,3954,7405,2007,330,140,38,Sold,http://www.redfin.com/OR/Portland/8416-SE-146th-Pl-97236/home/25749993,RMLS,20504545,45.4623656,-122.5122159
PAST SALE,Single Family Residential,11925 SW Douglas St,Portland,OR,97225,373500,3,1,"Portland West, Raleigh Hills",1080,8712,1951,995,346,11,Sold,http://www.redfin.com/OR/Portland/11925-SW-Douglas-St-97225/home/26732213,RMLS,18601605,45.5062837,-122.7986786
PAST SALE,Single Family Residential,12465 SW Foothill Dr,Portland,OR,97225,560000,4,2.5,"Portland West, Raleigh Hills",2281,9147,1958,481,246,13,Sold,http://www.redfin.com/OR/Portland/12465-SW-Foothill-Dr-97225/home/26614159,RMLS,20116236,45.5111683,-122.8048336
PAST SALE,Single Family Residential,3840 NW Loy Ct,Portland,OR,97229,891000,5,3.5,NW Washington Co or Sauvie Island,2908,15245,1994,116,306,13,Sold,http://www.redfin.com/OR/Portland/3840-NW-Loy-Ct-97229/home/26697500,RMLS,21147494,45.5475356,-122.8022912
PAST SALE,Single Family Residential,4811 SW Orchard Ln,Portland,OR,97219,496000,4,2.5,"Portland West, Raleigh Hills",1858,5662,1992,1412,267,17,Sold,http://www.redfin.com/OR/Portland/4811-SW-Orchard-Ln-97219/home/25804119,RMLS,17624084,45.4660139,-122.7262537
PAST SALE,Single Family Residential,9353 NW Ember Ln,Portland,OR,97229,510000,4,2.5,NW Washington Co or Sauvie Island,2205,3049,2012,816,231,53,Sold,http://www.redfin.com/OR/Portland/9353-NW-Ember-Ln-97229/home/26737764,RMLS,19345872,45.5279306,-122.7734737
PAST SALE,Single Family Residential,9306 SW Chopin Ln,Portland,OR,97225,620000,4,2.5,WEST HAVEN,2836,3920,2016,606,219,77,Sold,http://www.redfin.com/OR/Portland/9306-SW-Chopin-Ln-97225/home/101102305,RMLS,19472719,45.5127106,-122.7727293
PAST SALE,Townhouse,15870 SW Peachtree Dr,Tigard,OR,97224,400000,3,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",1884,3484,2004,365,212,100,Sold,http://www.redfin.com/OR/Tigard/15870-SW-Peachtree-Dr-97224/home/26713288,RMLS,20459111,45.405313,-122.816118
PAST SALE,Single Family Residential,5602 NW Primino Ave,Portland,OR,97229,695000,5,3.5,BETHANY RIDGE,3425,5227,2015,1320,203,50,Sold,http://www.redfin.com/OR/Portland/5602-NW-Primino-Ave-97229/home/97596043,RMLS,17485200,45.5598046,-122.8109703
PAST SALE,Single Family Residential,7707 SE 141st Ave,Portland,OR,97236,650000,3,2.5,Portland Southeast,2565,8276,1992,18,253,15,Sold,http://www.redfin.com/OR/Portland/7707-SE-141st-Ave-97236/home/26609561,RMLS,21009708,45.4674478,-122.51859
PAST SALE,Single Family Residential,9546 NW Ember Ln,Portland,OR,97229,575000,4,3.5,NW Washington Co or Sauvie Island,2558,3484,2011,270,225,57,Sold,http://www.redfin.com/OR/Portland/9546-NW-Ember-Ln-97229/home/26737744,RMLS,20321095,45.5273304,-122.7750779
PAST SALE,Single Family Residential,13939 SE Fircrest St,Portland,OR,97236,546000,4,2.5,Portland Southeast,2850,7405,2007,284,192,17,Sold,http://www.redfin.com/OR/Portland/13939-SE-Fircrest-St-97236/home/25768821,RMLS,20609620,45.4643131,-122.5196772
PAST SALE,Single Family Residential,2808 NW 81st Pl,Portland,OR,97229,705000,3,3,"Portland West, Raleigh Hills",2542,21344,1991,354,277,4,Sold,http://www.redfin.com/OR/Portland/2808-NW-81st-Pl-97229/home/143049911,RMLS,20029545,45.5426642,-122.7619486
PAST SALE,Single Family Residential,15343 NW Nightshade Dr,Portland,OR,97229,390000,3,2.5,NW Washington Co or Sauvie Island,1480,2613,1998,333,264,8,Sold,http://www.redfin.com/OR/Portland/15343-NW-Nightshade-Dr-97229/home/25834141,RMLS,20546176,45.566537,-122.8349204
PAST SALE,Single Family Residential,6451 NE Killingsworth Ct,Portland,OR,97218,310000,2,1,CULLY,966,2178,2009,344,321,45,Sold,http://www.redfin.com/OR/Portland/6451-NE-Killingsworth-Ct-97218/home/25817633,RMLS,20031935,45.5622945,-122.597237
PAST SALE,Single Family Residential,5652 SE Tranquil Ct,Milwaukie,OR,97267,372000,2,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1632,3484,2002,506,228,33,Sold,http://www.redfin.com/OR/Milwaukie/5652-SE-Tranquil-Ct-97267/home/25971028,RMLS,20325759,45.4058769,-122.6040523
PAST SALE,Single Family Residential,12661 NW Avignon Ln,Portland,OR,97229,586500,5,3.5,BAUER HIGHLANDS,3332,3920,2005,1192,176,20,Sold,http://www.redfin.com/OR/Portland/12661-NW-Avignon-Ln-97229/home/26719448,RMLS,18000089,45.553777,-122.8070654
PAST SALE,Single Family Residential,6434 NW Goldenweed Dr,Portland,OR,97229,433457,3,2.5,NW Washington Co or Sauvie Island,1480,5227,1999,834,293,58,Sold,http://www.redfin.com/OR/Portland/6434-NW-Goldenweed-Dr-97229/home/26724705,RMLS,19553353,45.5664943,-122.8286686
PAST SALE,Single Family Residential,1930 NW Cedar Ridge Dr,Portland,OR,97229,943130,4,2.5,CEDAR RIDGE,4317,11761,2000,729,218,54,Sold,http://www.redfin.com/OR/Portland/1930-NW-Cedar-Ridge-Dr-97229/home/26602303,RMLS,19624591,45.5362102,-122.7603626
PAST SALE,Townhouse,4822 NW Olivares Ter,Portland,OR,97210,385000,2,2.5,BETHANY,1559,1742,2009,809,247,174,Sold,http://www.redfin.com/OR/Portland/4822-NW-Olivares-Ter-97229/home/25824803,RMLS,19362117,45.554929,-122.8429932
PAST SALE,Single Family Residential,15095 SW 154th Ave,Tigard,OR,97224,790000,4,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",4375,6098,2016,817,181,163,Sold,http://www.redfin.com/OR/Tigard/15095-SW-154th-Ave-97224/home/112841043,RMLS,19469250,45.4105863,-122.8363105
PAST SALE,Single Family Residential,4917 N Hudson St,Portland,OR,97203,476500,3,2.5,New Columbia/Portsmouth,1700,3049,2008,64,280,102,Sold,http://www.redfin.com/OR/Portland/4917-N-Hudson-St-97203/home/25768734,RMLS,21221338,45.5882544,-122.7173729
PAST SALE,Townhouse,10582 SW Windwood Way,Portland,OR,97210,526000,2,2.5,"Portland West, Raleigh Hills",2082,1306,2007,360,253,335,Sold,http://www.redfin.com/OR/Portland/10582-SW-Windwood-Way-97225/home/26720076,RMLS,20490229,45.5152519,-122.7850462
PAST SALE,Single Family Residential,7647 NW Buckthorn Way,Portland,OR,97229,425000,3,2.5,NW Washington Co or Sauvie Island,1750,1306,2015,1360,243,39,Sold,http://www.redfin.com/OR/Portland/7647-NW-Buckthorn-Way-97229/home/101104368,RMLS,17287856,45.5747952,-122.8539746
PAST SALE,Single Family Residential,14575 SW 163rd Ave,Portland,OR,97224,636000,4,3,"Tigard, Tualatin, Sherwood, Wilsonville",2249,6098,2006,79,283,135,Sold,http://www.redfin.com/OR/Portland/14575-SW-163rd-Ave-97224/home/26671047,RMLS,21388941,45.4144368,-122.8447949
PAST SALE,Single Family Residential,11833 NW Maple Hill Ln,Portland,OR,97229,665000,5,3.5,NW Washington Co or Sauvie Island,3376,5227,2016,666,197,69,Sold,http://www.redfin.com/OR/Portland/11833-NW-Maple-Hill-Ln-97229/home/112776014,RMLS,19063824,45.5362023,-122.7986364
PAST SALE,Single Family Residential,6461 NE Killingsworth Ct,Portland,OR,97218,280000,2,1,Portland Northeast,966,2178,2009,773,290,45,Sold,http://www.redfin.com/OR/Portland/6461-NE-Killingsworth-Ct-97218/home/25809256,RMLS,19581139,45.5622844,-122.5970114
PAST SALE,Townhouse,794 SE Fairwinds Loop Unit 794 G,Vancouver,WA,98661,300000,2,2,Columbia Shores,948,1,2001,652,316,337,Sold,http://www.redfin.com/WA/Vancouver/794-SE-Fairwinds-Loop-98661/unit-794-G/home/167232386,NWMLS,1472192,45.6162525,-122.6527245
PAST SALE,Single Family Residential,16 Churchill Downs,Lake Oswego,OR,97035,554000,3,2.5,Mt Park Near New Seasons,2056,8276,1970,1681,269,78,Sold,http://www.redfin.com/OR/Lake-Oswego/16-Churchill-Downs-97035/home/25817344,RMLS,16097922,45.4328376,-122.7090987
PAST SALE,Single Family Residential,4536 NW 130th Ave,Portland,OR,97229,835000,4,3,NW Washington Co or Sauvie Island,2943,7405,2017,144,284,107,Sold,http://www.redfin.com/OR/Portland/4536-NW-130th-Ave-97229/home/112840393,RMLS,21019994,45.5523954,-122.8110017
PAST SALE,Single Family Residential,1345 SW Hilldale Ave,Portland,OR,97225,410000,3,1.5,CEDAR HILLS,1484,8712,1955,975,276,12,Sold,http://www.redfin.com/OR/Portland/1345-SW-Hilldale-Ave-97225/home/26666886,RMLS,18552388,45.5103684,-122.8025937
PAST SALE,Single Family Residential,9434 N Woolsey Ave,Portland,OR,97203,284000,2,1,PORTSMOUTH,944,3484,2007,1013,301,92,Sold,http://www.redfin.com/OR/Portland/9434-N-Woolsey-Ave-97203/home/26617123,RMLS,18043599,45.5918224,-122.7133979
PAST SALE,Single Family Residential,16543 NW Talkingstick Way,Beaverton,OR,97006,475000,3,3,ARBOR RIDGE NO.4,1791,3920,2002,1209,265,27,Sold,http://www.redfin.com/OR/Beaverton/16543-NW-Talkingstick-Way-97006/home/26560940,RMLS,18277137,45.5492239,-122.8476086
PAST SALE,Townhouse,4839 NW Blandy Ter,Portland,OR,97229,447000,2,2.5,NW Washington Co or Sauvie Island,1550,1742,2006,8,288,240,Sold,http://www.redfin.com/OR/Portland/4839-NW-Blandy-Ter-97229/home/25772706,RMLS,21508720,45.5549353,-122.8419657
PAST SALE,Single Family Residential,5474 Bay Creek Dr,Lake Oswego,OR,97035,720000,4,2.5,WESTLAKE,2322,6969,1991,429,310,34,Sold,http://www.redfin.com/OR/Lake-Oswego/5474-Bay-Creek-Dr-97035/home/25790470,RMLS,20331065,45.4326401,-122.7309829
PAST SALE,Townhouse,6738 NW 163rd Ave,Portland,OR,97229,425000,3,2.5,NW Washington Co or Sauvie Island,1772,2613,2014,668,240,108,Sold,http://www.redfin.com/OR/Portland/6738-NW-163rd-Ave-97229/home/54836280,RMLS,19286382,45.5683156,-122.844982
PAST SALE,Single Family Residential,14334 SW Chesterfield Ln,Tigard,OR,97224,549900,4,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",2808,9147,1988,1535,196,12,Sold,http://www.redfin.com/OR/Tigard/14334-SW-Chesterfield-Ln-97224/home/26718861,RMLS,17343846,45.4041853,-122.8242185
PAST SALE,Single Family Residential,7806 SE 141st Ave,Portland,OR,97236,528000,5,3.5,Portland Southeast,2659,7405,1989,157,199,15,Sold,http://www.redfin.com/OR/Portland/7806-SE-141st-Ave-97236/home/26520190,RMLS,20011158,45.466749,-122.5180167
PAST SALE,Single Family Residential,11532 SE Carter Ct,Happy Valley,OR,97086,535000,4,2.5,LINCOLN HEIGHTS,2456,9583,2013,1174,218,93,Sold,http://www.redfin.com/OR/Portland/11532-SE-Carter-Ln-97086/home/25882674,RMLS,18162527,45.4549837,-122.5441121
PAST SALE,Townhouse,31 S Hamilton St,Portland,OR,97239,390000,2,2.5,Corbett/LairHill/Johns Landing,1114,1306,1999,208,350,67,Sold,http://www.redfin.com/OR/Portland/31-S-Hamilton-St-97239/home/25770932,RMLS,20190921,45.491135,-122.677109
PAST SALE,Single Family Residential,17077 NW Elk Run Dr,Beaverton,OR,97006,460000,5,3,NW Washington Co or Sauvie Island,2406,3920,2002,1580,191,21,Sold,http://www.redfin.com/OR/Beaverton/17077-NW-Elk-Run-Dr-97006/home/26558467,RMLS,17226083,45.5537239,-122.8541601
PAST SALE,Single Family Residential,9416 NE Gertz Ct,Portland,OR,97211,261000,3,1,SNOOZY'S HOLLOW,822,5227,1944,424,318,80,Sold,http://www.redfin.com/OR/Portland/9416-NE-Gertz-Ct-97211/home/26531384,RMLS,20364669,45.5921936,-122.6649842
PAST SALE,Single Family Residential,1750 SW Glenview Ave,Portland,OR,97225,535000,4,2,CEDAR HILLS,1608,7840,1955,1006,333,12,Sold,http://www.redfin.com/OR/Portland/1750-SW-Glenview-Ave-97225/home/26684259,RMLS,18256931,45.5070109,-122.8039519
PAST SALE,Single Family Residential,13151 NW Alvada St,Portland,OR,97229,799900,5,3,NW Washington Co or Sauvie Island,3270,5662,2009,270,245,143,Sold,http://www.redfin.com/OR/Portland/13151-NW-Alvada-St-97229/home/26737101,RMLS,20186093,45.5564674,-122.8123856
PAST SALE,Single Family Residential,9351 SW Chopin Ln,Portland,OR,97225,505000,3,2.5,NW Washington Co or Sauvie Island,2059,2178,2016,757,245,77,Sold,http://www.redfin.com/OR/Portland/9351-SW-Chopin-Ln-97225/home/101102428,RMLS,19559916,45.5129716,-122.7730756
PAST SALE,Single Family Residential,13887 NW Hogan St,Portland,OR,97229,649950,3,3,NW Washington Co or Sauvie Island,2718,5662,2003,848,239,27,Sold,http://www.redfin.com/OR/Portland/13887-NW-Hogan-St-97229/home/25840316,RMLS,19665360,45.549108,-122.8197624
PAST SALE,Single Family Residential,15956 SW Westminster Dr,Tigard,OR,97224,441400,3,2.5,BARRINGTON HEIGHTS,2817,6969,1990,1410,157,12,Sold,http://www.redfin.com/OR/Tigard/15956-SW-Westminster-Dr-97224/home/26673904,RMLS,17355211,45.404563,-122.823429
PAST SALE,Single Family Residential,7631 NW Buckthorn Way,Portland,OR,97229,405000,3,2.5,NW Washington Co or Sauvie Island,1417,871,2015,1234,286,39,Sold,http://www.redfin.com/OR/Portland/7631-NW-Buckthorn-Way-97229/home/101104366,RMLS,18587565,45.5748989,-122.8541373
PAST SALE,Townhouse,13101 SW Brianne Way,Tigard,OR,97223,399000,4,2.5,SCHOLLS MEADOWS,1876,2178,2001,312,213,19,Sold,http://www.redfin.com/OR/Tigard/13101-SW-Brianne-Way-97223/home/26727343,RMLS,20094167,45.4251276,-122.8308693
PAST SALE,Townhouse,4852 NW 162nd Ter,Portland,OR,97229,349950,2,2.5,NW Washington Co or Sauvie Island,1454,1306,2009,499,241,226,Sold,http://www.redfin.com/OR/Portland/4852-NW-162nd-Ter-97229/home/25739083,RMLS,20319061,45.554928,-122.8433505
